"","geocode","reference_month","forecast_months_ahead","temp_med","umid_med","precip_tot"
"27",3550308,2010-05-01,3,17.0692874292008,76.6017336794991,2.03e-05
"28",3550308,2010-05-01,4,18.0385467081055,73.7419373492914,1.76e-05
"29",3550308,2010-05-01,5,19.3858022026077,73.7791482841421,4.07e-05
"30",3550308,2010-05-01,6,19.9444057810231,80.2035198133576,6.43e-05
"31",3550308,2010-06-01,1,17.1789044915819,79.5522957388346,2.48e-05
"32",3550308,2010-06-01,2,16.9825316491685,77.1973223703463,2.11e-05
"33",3550308,2010-06-01,3,18.0480909384124,74.1939074507115,2.32e-05
"34",3550308,2010-06-01,4,19.2172569455897,76.2310575735758,4.66e-05
"35",3550308,2010-06-01,5,19.5240438516185,80.3508144318834,6.35e-05
"36",3550308,2010-06-01,6,20.1653306501366,81.3972563044886,6.06e-05
"37",3550308,2010-07-01,1,17.4871605994842,75.5899553825411,1.11e-05
"38",3550308,2010-07-01,2,18.1293231003821,72.9372719442282,2.06e-05
"39",3550308,2010-07-01,3,18.9678028281734,75.492293660501,4.44e-05
"40",3550308,2010-07-01,4,19.2274881792127,80.2028318965733,6.26e-05
"41",3550308,2010-07-01,5,20.121177178679,81.3915265071791,6.44e-05
"42",3550308,2010-07-01,6,21.3524351859443,82.1754229072965,8e-05
"43",3550308,2010-08-01,1,17.0971708028999,77.9694584891464,2.73e-05
"44",3550308,2010-08-01,2,18.5665552341695,77.6247825148618,4.89e-05
"45",3550308,2010-08-01,3,19.1945711003953,81.4442699949188,6.27e-05
"46",3550308,2010-08-01,4,20.1721493502468,81.5460383896851,6.67e-05
"47",3550308,2010-08-01,5,21.2006131811168,82.4001793673628,7.42e-05
"48",3550308,2010-08-01,6,22.3047218434601,83.6273979467584,9.79e-05
"49",3550308,2010-09-01,1,19.6349129954258,71.7701717298496,2.85e-05
"50",3550308,2010-09-01,2,19.4140824381811,79.4489619005808,6.16e-05
"51",3550308,2010-09-01,3,19.7189920161143,81.1354403374861,6.39e-05
"52",3550308,2010-09-01,4,20.9873203623371,82.1964031039636,7.76e-05
"53",3550308,2010-09-01,5,22.0408918841038,83.8254059054158,9.68e-05
"54",3550308,2010-09-01,6,22.3831998018866,84.1702781946031,9.41e-05
"55",3550308,2010-10-01,1,18.8461516948803,83.0632253880036,6.38e-05
"56",3550308,2010-10-01,2,19.4986580027684,80.1632102131518,5.57e-05
"57",3550308,2010-10-01,3,21.3629631404622,82.7439885634738,7.66e-05
"58",3550308,2010-10-01,4,22.4355960270107,83.872187489909,9.94e-05
"59",3550308,2010-10-01,5,22.5551309973148,84.8471052552646,0.0001022
"60",3550308,2010-10-01,6,21.5651585478616,83.40782533695,6.91e-05
"61",3550308,2010-11-01,1,20.0681573674317,79.948689516958,6.25e-05
"62",3550308,2010-11-01,2,21.6934110326792,82.3349822314038,8.37e-05
"63",3550308,2010-11-01,3,22.4902136828485,84.2235955926255,0.0001055
"64",3550308,2010-11-01,4,22.6702345710005,84.3267995068695,9.04e-05
"65",3550308,2010-11-01,5,21.9695968064583,83.653119954175,6.68e-05
"66",3550308,2010-11-01,6,20.2424806678292,81.5881034763915,4.07e-05
"67",3550308,2010-12-01,1,22.2838486760465,84.0459309468702,9.42e-05
"68",3550308,2010-12-01,2,23.0240144279295,83.2839640285681,9.1e-05
"69",3550308,2010-12-01,3,22.8876980097668,84.1637820561716,9.4e-05
"70",3550308,2010-12-01,4,21.8262574216766,84.1631892162176,6.89e-05
"71",3550308,2010-12-01,5,19.760563974125,81.7093403813088,3.96e-05
"72",3550308,2010-12-01,6,18.3300570175005,78.8265484847333,2.14e-05
"73",3550308,2011-01-01,1,23.0556993232125,83.9299043290309,0.0001015
"74",3550308,2011-01-01,2,22.6976103213133,84.5205107058506,8.57e-05
"75",3550308,2011-01-01,3,21.7359894631825,84.7029716994997,7.82e-05
"76",3550308,2011-01-01,4,20.1936992592626,82.4242931129252,4.04e-05
"77",3550308,2011-01-01,5,18.1898492035161,79.1098438960642,1.91e-05
"78",3550308,2011-01-01,6,17.1334520023498,76.5594681008399,1.68e-05
"79",3550308,2011-02-01,1,23.7007259502458,82.9512921227258,8.34e-05
"80",3550308,2011-02-01,2,22.0022114877542,84.1135878336669,7.36e-05
"81",3550308,2011-02-01,3,20.0817740196103,80.8735889092769,3.13e-05
"82",3550308,2011-02-01,4,18.6465746533736,78.3514389282713,1.86e-05
"83",3550308,2011-02-01,5,16.7634549449762,78.061257118203,2.35e-05
"84",3550308,2011-02-01,6,16.8285866808092,76.9199888963732,2.02e-05
"85",3550308,2011-03-01,1,21.5232041777085,84.7833519726876,7.1e-05
"86",3550308,2011-03-01,2,20.1920406076542,82.0093290111096,3.67e-05
"87",3550308,2011-03-01,3,18.3645880317328,79.6688456782904,2.54e-05
"88",3550308,2011-03-01,4,16.8919844041059,79.1641634984245,2.66e-05
"89",3550308,2011-03-01,5,16.1914038446746,78.147815015306,2.23e-05
"90",3550308,2011-03-01,6,17.3019912321458,75.9134421957863,2.5e-05
"91",3550308,2011-04-01,1,20.52114444416,83.9841477523139,5.3e-05
"92",3550308,2011-04-01,2,17.8929872699921,80.1041865357897,2.61e-05
"93",3550308,2011-04-01,3,16.3326406898735,79.1280625804142,2.56e-05
"94",3550308,2011-04-01,4,16.4622460838611,78.6414363986698,2.07e-05
"95",3550308,2011-04-01,5,17.4457893434794,74.8335437277417,2.07e-05
"96",3550308,2011-04-01,6,18.6799261758966,74.9970788528718,3.54e-05
"97",3550308,2011-05-01,1,17.7626512094554,80.101131202645,2.98e-05
"98",3550308,2011-05-01,2,16.3222113249944,79.7476394177596,2.75e-05
"99",3550308,2011-05-01,3,16.3699925894052,78.8525614580204,2.58e-05
"100",3550308,2011-05-01,4,17.5609969708931,75.6813983486009,2.2e-05
"101",3550308,2011-05-01,5,18.5187243428819,76.6114238962512,4.1e-05
"102",3550308,2011-05-01,6,19.0768845411011,80.433424343433,6.18e-05
"103",3550308,2011-06-01,1,16.2797353933543,78.3881430882037,2.25e-05
"104",3550308,2011-06-01,2,16.4883577439315,78.2543544272128,2.21e-05
"105",3550308,2011-06-01,3,17.7724209379383,75.2526086141962,2.8e-05
"106",3550308,2011-06-01,4,18.5831094570497,76.4531700918904,4.24e-05
"107",3550308,2011-06-01,5,19.5955460953148,79.8462396784174,5.41e-05
"108",3550308,2011-06-01,6,20.2258682887061,81.0405560811873,6.36e-05
"109",3550308,2011-07-01,1,16.4005515867842,78.878713365445,2.41e-05
"110",3550308,2011-07-01,2,17.0293949261946,76.7954101018655,3.14e-05
"111",3550308,2011-07-01,3,18.5004594883318,76.4773821782822,3.87e-05
"112",3550308,2011-07-01,4,19.4661496539055,80.451443003033,6.58e-05
"113",3550308,2011-07-01,5,20.2043489225961,81.2029045034036,6.41e-05
"114",3550308,2011-07-01,6,21.3897194841179,82.7629364429898,7.69e-05
"115",3550308,2011-08-01,1,17.2983763699606,75.3768216351266,2.67e-05
"116",3550308,2011-08-01,2,18.3654700421491,77.1948135961201,4.57e-05
"117",3550308,2011-08-01,3,18.7709145392261,80.3045748145082,6.39e-05
"118",3550308,2011-08-01,4,20.0618664420655,81.7701534188795,6.28e-05
"119",3550308,2011-08-01,5,21.1983072033716,82.5568763737317,7.76e-05
"120",3550308,2011-08-01,6,22.119351493301,84.2424381284679,9.98e-05
"121",3550308,2011-09-01,1,18.3896990613438,75.0028487119981,3.04e-05
"122",3550308,2011-09-01,2,18.7172773227362,80.542858884961,6.51e-05
"123",3550308,2011-09-01,3,19.7768360935982,81.673552855096,6.96e-05
"124",3550308,2011-09-01,4,21.0447493909281,82.4212660261827,7.61e-05
"125",3550308,2011-09-01,5,22.2318497593463,83.9192803238905,9.51e-05
"126",3550308,2011-09-01,6,22.523889761868,83.412282993678,8.74e-05
"127",3550308,2011-10-01,1,19.0251741329738,78.154609346674,5.54e-05
"128",3550308,2011-10-01,2,19.964673329746,80.8261725023763,6.37e-05
"129",3550308,2011-10-01,3,21.177811116195,82.1695737230391,7.97e-05
"130",3550308,2011-10-01,4,22.3425920363912,83.1048474303481,9.14e-05
"131",3550308,2011-10-01,5,22.5669394234412,83.5014216358274,8.85e-05
"132",3550308,2011-10-01,6,21.3935291088181,83.1050015601092,6.65e-05
"133",3550308,2011-11-01,1,19.8948181695177,78.3132426015249,4.71e-05
"134",3550308,2011-11-01,2,21.4864244844468,82.1722958094033,7.41e-05
"135",3550308,2011-11-01,3,22.4665751544002,83.3384996759849,9.72e-05
"136",3550308,2011-11-01,4,22.6127925648392,83.104559799001,8.28e-05
"137",3550308,2011-11-01,5,21.599332098934,83.1504105822495,6.44e-05
"138",3550308,2011-11-01,6,19.9754292813882,81.4150962421346,3.65e-05
"139",3550308,2011-12-01,1,21.1126155080672,82.9227385543033,8.42e-05
"140",3550308,2011-12-01,2,22.4213803308953,83.4230178342396,0.0001008
"141",3550308,2011-12-01,3,22.6611718108279,83.229393475564,9.27e-05
"142",3550308,2011-12-01,4,21.911581881935,82.9837784558629,6.64e-05
"143",3550308,2011-12-01,5,20.1766077358412,81.0846879215325,3.64e-05
"144",3550308,2011-12-01,6,18.5974142988636,79.4799848276051,2.71e-05
"145",3550308,2012-01-01,1,22.2284981061563,82.8008350779949,9.81e-05
"146",3550308,2012-01-01,2,22.788738813643,82.7709104741601,8.43e-05
"147",3550308,2012-01-01,3,21.9595680793192,84.2512696972903,7.84e-05
"148",3550308,2012-01-01,4,20.3925703768676,81.8358670239176,4.1e-05
"149",3550308,2012-01-01,5,18.7066992109136,80.316200840151,2.76e-05
"150",3550308,2012-01-01,6,17.3393920838663,77.849786356202,2.13e-05
"151",3550308,2012-02-01,1,23.0412667383123,81.6341052737877,6.27e-05
"152",3550308,2012-02-01,2,21.6361335666955,84.0405817439242,6.8e-05
"153",3550308,2012-02-01,3,20.3971465176003,82.2694126942814,3.98e-05
"154",3550308,2012-02-01,4,18.5454063450192,80.3117834434773,2.77e-05
"155",3550308,2012-02-01,5,17.1446673552319,78.6050557260587,2.15e-05
"156",3550308,2012-02-01,6,17.1607379997071,77.2116723367912,1.9e-05
"157",3550308,2012-03-01,1,22.1808029818924,81.1931407971702,4.19e-05
"158",3550308,2012-03-01,2,20.3080937213127,82.3623275518873,4.23e-05
"159",3550308,2012-03-01,3,18.4947656225919,79.8654135728095,3.06e-05
"160",3550308,2012-03-01,4,16.9323501516731,78.6408078231714,2.4e-05
"161",3550308,2012-03-01,5,16.7302213948282,76.6723508468622,1.89e-05
"162",3550308,2012-03-01,6,17.6458426480215,75.1277408234578,2.25e-05
"163",3550308,2012-04-01,1,21.2122950430987,81.6437206064811,3.22e-05
"164",3550308,2012-04-01,2,19.2412553375137,78.4099916976947,2.78e-05
"165",3550308,2012-04-01,3,17.3539536991542,78.3488876785434,2.64e-05
"166",3550308,2012-04-01,4,17.1933693517357,76.4545748553392,1.79e-05
"167",3550308,2012-04-01,5,17.9684022889617,75.7975422689021,2.96e-05
"168",3550308,2012-04-01,6,19.0831787033532,77.658897350143,5.5e-05
"169",3550308,2012-05-01,1,17.9091027484187,80.2819971690836,2.93e-05
"170",3550308,2012-05-01,2,17.1936619894477,80.0105684935622,2.85e-05
"171",3550308,2012-05-01,3,16.6794256400703,78.8325981795924,1.89e-05
"172",3550308,2012-05-01,4,17.4953939162592,76.4304820528836,2.3e-05
"173",3550308,2012-05-01,5,19.0957798073161,75.4633639840893,4.02e-05
"174",3550308,2012-05-01,6,20.4622271761982,79.6811978081472,5.89e-05
"175",3550308,2012-06-01,1,17.421016464919,82.9062976167157,5.07e-05
"176",3550308,2012-06-01,2,16.8618176316838,79.1603016129455,1.98e-05
"177",3550308,2012-06-01,3,17.6903933775764,77.2647365483446,2.66e-05
"178",3550308,2012-06-01,4,19.1988927186818,77.7480473443661,4.93e-05
"179",3550308,2012-06-01,5,20.0978510333506,80.5223864062437,6.37e-05
"180",3550308,2012-06-01,6,21.0264532419548,82.2762580857304,7.7e-05
"181",3550308,2012-07-01,1,17.2531397418804,77.6286933361602,1.72e-05
"182",3550308,2012-07-01,2,18.0039941186596,75.4219290037526,1.78e-05
"183",3550308,2012-07-01,3,19.8682720571896,74.5873518366803,3.96e-05
"184",3550308,2012-07-01,4,20.4724578310876,80.8748800920447,6.33e-05
"185",3550308,2012-07-01,5,20.821281503927,81.4742782059809,6.67e-05
"186",3550308,2012-07-01,6,21.8890742026739,82.4455571387001,7.61e-05
"187",3550308,2012-08-01,1,18.7232795726197,75.3809067376466,1.46e-05
"188",3550308,2012-08-01,2,19.6807574767773,75.1098400590028,3.79e-05
"189",3550308,2012-08-01,3,19.9471727269495,79.9477073104743,6.1e-05
"190",3550308,2012-08-01,4,21.3044843482158,81.4634725365439,6.1e-05
"191",3550308,2012-08-01,5,22.0612555526979,83.4125238595703,9.36e-05
"192",3550308,2012-08-01,6,22.5004507202543,83.1843732472744,8.72e-05
"193",3550308,2012-09-01,1,20.3810198754798,73.3251178553495,2.49e-05
"194",3550308,2012-09-01,2,20.2459543215512,79.466907210356,5.71e-05
"195",3550308,2012-09-01,3,21.2855212068768,81.793667553788,7.52e-05
"196",3550308,2012-09-01,4,21.7380279768119,82.2095480349352,7.66e-05
"197",3550308,2012-09-01,5,22.2958232440177,82.8620575460197,8.43e-05
"198",3550308,2012-09-01,6,22.628253618996,83.8737649843865,9.16e-05
"199",3550308,2012-10-01,1,21.2921014391356,76.2346255999353,4.38e-05
"200",3550308,2012-10-01,2,21.5684333090833,81.1744507655246,6.54e-05
"201",3550308,2012-10-01,3,21.6758796997672,82.5079826507935,8.19e-05
"202",3550308,2012-10-01,4,22.3699898134951,83.9802743362932,9.69e-05
"203",3550308,2012-10-01,5,22.6497210483226,83.0352018687784,8.05e-05
"204",3550308,2012-10-01,6,21.8784006347665,82.9872848443553,5.76e-05
"205",3550308,2012-11-01,1,21.4990610104686,78.6466534972237,5.36e-05
"206",3550308,2012-11-01,2,22.284759746634,81.4273010297101,8.21e-05
"207",3550308,2012-11-01,3,22.823637122975,83.1960348265596,9.94e-05
"208",3550308,2012-11-01,4,22.7584015170994,83.4581857813129,8.64e-05
"209",3550308,2012-11-01,5,21.8721773084088,83.4642829176342,6.38e-05
"210",3550308,2012-11-01,6,20.6042858998121,81.6533479613354,3.91e-05
"211",3550308,2012-12-01,1,23.4965846828892,80.8200530300818,8.62e-05
"212",3550308,2012-12-01,2,23.1102496214313,82.7797133564079,9.9e-05
"213",3550308,2012-12-01,3,23.0282269199225,83.0236425138064,8.33e-05
"214",3550308,2012-12-01,4,22.0467089405478,82.7865111282476,6.27e-05
"215",3550308,2012-12-01,5,20.7885165508495,81.045868583767,3.77e-05
"216",3550308,2012-12-01,6,19.0091169008708,78.7893101109818,2.42e-05
"217",3550308,2013-01-01,1,23.1769990279449,83.6764457483848,0.0001113
"218",3550308,2013-01-01,2,23.2693605021288,83.6224816623703,9.81e-05
"219",3550308,2013-01-01,3,22.3623635010163,83.6541421419717,7.63e-05
"220",3550308,2013-01-01,4,20.6103697671585,81.7635241345953,3.98e-05
"221",3550308,2013-01-01,5,19.0229269658597,79.1929835191007,2.63e-05
"222",3550308,2013-01-01,6,17.8486467873657,77.957782688172,2.22e-05
"223",3550308,2013-02-01,1,22.6723701123552,84.5057609465816,0.0001051
"224",3550308,2013-02-01,2,21.6921806933764,83.0310860929535,6.5e-05
"225",3550308,2013-02-01,3,20.3279404676867,81.8696116327607,3.83e-05
"226",3550308,2013-02-01,4,18.5934722485322,79.4403281702379,2.29e-05
"227",3550308,2013-02-01,5,17.1736781216462,78.6687713185993,2.76e-05
"228",3550308,2013-02-01,6,16.7766491354345,76.5124529509806,1.62e-05
"229",3550308,2013-03-01,1,22.6993928262374,83.2866761150931,6.17e-05
"230",3550308,2013-03-01,2,20.8095614646045,81.4232533276325,4.02e-05
"231",3550308,2013-03-01,3,19.1770110570611,79.8973821565192,3.28e-05
"232",3550308,2013-03-01,4,17.1839819944666,78.9773048929189,2.73e-05
"233",3550308,2013-03-01,5,17.0992378736213,76.9927929499427,1.94e-05
"234",3550308,2013-03-01,6,17.9092352688295,75.1822503519226,2.64e-05
"235",3550308,2013-04-01,1,20.7369087137155,83.1322154887383,4.67e-05
"236",3550308,2013-04-01,2,18.5436943518966,81.2473531287412,3.45e-05
"237",3550308,2013-04-01,3,17.2219712801644,80.2325028794883,2.27e-05
"238",3550308,2013-04-01,4,17.1164073922985,77.997329581938,1.99e-05
"239",3550308,2013-04-01,5,18.1228411574936,74.6189810135212,2.02e-05
"240",3550308,2013-04-01,6,19.3511776642533,76.2575388595248,4.21e-05
"241",3550308,2013-05-01,1,18.9606033538176,77.0314277375455,2.05e-05
"242",3550308,2013-05-01,2,17.0539944991783,80.2971149196237,3.83e-05
"243",3550308,2013-05-01,3,16.8107544440119,76.8846616231984,1.67e-05
"244",3550308,2013-05-01,4,17.8001280738137,73.8111370389165,1.86e-05
"245",3550308,2013-05-01,5,19.049002238313,76.0139060487103,4.37e-05
"246",3550308,2013-05-01,6,19.7570805037357,79.9622256716872,5.91e-05
"247",3550308,2013-06-01,1,18.0450955035129,81.4872197405717,2.45e-05
"248",3550308,2013-06-01,2,17.0420156581362,77.8790960653215,1.79e-05
"249",3550308,2013-06-01,3,18.0635842319221,74.7573404115123,2.5e-05
"250",3550308,2013-06-01,4,19.3362540342694,75.653824644,3.6e-05
"251",3550308,2013-06-01,5,20.177917800398,78.9288923332989,5.47e-05
"252",3550308,2013-06-01,6,20.7617227630918,81.278687713799,6.45e-05
"253",3550308,2013-07-01,1,17.0084164445827,80.0822116379726,1.86e-05
"254",3550308,2013-07-01,2,17.7659567655455,74.9242647973073,2.25e-05
"255",3550308,2013-07-01,3,19.5700000129092,75.261563660587,3.59e-05
"256",3550308,2013-07-01,4,20.2948786253012,79.1247470811384,5.85e-05
"257",3550308,2013-07-01,5,20.8296213368203,81.3026257003154,6.41e-05
"258",3550308,2013-07-01,6,21.8697875507503,82.4895612396591,8.31e-05
"259",3550308,2013-08-01,1,17.6937923703862,76.1806758010812,2.26e-05
"260",3550308,2013-08-01,2,19.561494614555,75.6662009099619,3.46e-05
"261",3550308,2013-08-01,3,20.110063591093,78.9758359984492,5.73e-05
"262",3550308,2013-08-01,4,20.9705243999938,80.646887576642,6.12e-05
"263",3550308,2013-08-01,5,22.0256183044411,82.9283996919892,8.06e-05
"264",3550308,2013-08-01,6,22.6410916273933,82.723687189079,9.22e-05
"265",3550308,2013-09-01,1,19.7739648502046,71.0517718275492,2.93e-05
"266",3550308,2013-09-01,2,20.2826849666696,78.6712120558357,5.48e-05
"267",3550308,2013-09-01,3,21.1163639354004,81.191626711893,7.12e-05
"268",3550308,2013-09-01,4,21.9180241320433,82.2893186813746,8.63e-05
"269",3550308,2013-09-01,5,22.6722264259006,83.0950250122101,0.0001002
"270",3550308,2013-09-01,6,22.7956536180234,83.8026063782317,8.92e-05
"271",3550308,2013-10-01,1,19.0236226939752,81.2316482623891,6.18e-05
"272",3550308,2013-10-01,2,20.8899346343524,81.32942035616,6.58e-05
"273",3550308,2013-10-01,3,22.0461781137782,82.7686683723804,8.89e-05
"274",3550308,2013-10-01,4,23.0374229246748,82.7204236160128,9.03e-05
"275",3550308,2013-10-01,5,22.8450040536782,83.6724426175081,8.31e-05
"276",3550308,2013-10-01,6,21.8067826420457,83.5787635295938,6.34e-05
"277",3550308,2013-11-01,1,21.0475935119872,81.3146347344714,6.22e-05
"278",3550308,2013-11-01,2,22.2807367535277,82.8402474204585,8.63e-05
"279",3550308,2013-11-01,3,22.7060701462752,82.8304774743128,8.69e-05
"280",3550308,2013-11-01,4,23.0740555144351,83.0671624306194,8.16e-05
"281",3550308,2013-11-01,5,21.8946022018382,83.2789947888494,6.64e-05
"282",3550308,2013-11-01,6,20.6137606400764,81.0898558722182,3.09e-05
"283",3550308,2013-12-01,1,21.5370923038809,82.1463552977839,7.24e-05
"284",3550308,2013-12-01,2,22.4693203917545,83.4542149971155,9.93e-05
"285",3550308,2013-12-01,3,22.7874868293461,83.7870599826036,9.15e-05
"286",3550308,2013-12-01,4,21.643408351981,83.4673232342825,6.57e-05
"287",3550308,2013-12-01,5,20.3474098889099,81.5530805896678,3.49e-05
"288",3550308,2013-12-01,6,18.7889306512884,79.2572406349514,2.34e-05
"289",3550308,2014-01-01,1,24.3486431998846,80.1323980379806,9.33e-05
"290",3550308,2014-01-01,2,23.5206012197286,82.1657897446931,8.78e-05
"291",3550308,2014-01-01,3,22.4885869523741,83.6908828610938,6.96e-05
"292",3550308,2014-01-01,4,20.8332606464122,82.0423979514498,4.38e-05
"293",3550308,2014-01-01,5,18.7136477073548,79.8733550877378,2.98e-05
"294",3550308,2014-01-01,6,17.5843497522526,78.5258614268129,2.06e-05
"295",3550308,2014-02-01,1,25.008428361815,73.2546429082663,4.27e-05
"296",3550308,2014-02-01,2,22.432708505583,82.6806393331605,6.52e-05
"297",3550308,2014-02-01,3,21.0063192392548,81.5476232343432,4.04e-05
"298",3550308,2014-02-01,4,19.4591601597609,78.9970121593946,3.37e-05
"299",3550308,2014-02-01,5,17.8095790970425,77.6056783752647,2.76e-05
"300",3550308,2014-02-01,6,17.2694131124256,76.0131239389607,2.21e-05
"301",3550308,2014-03-01,1,22.7476713130879,83.8369628655317,8.45e-05
"302",3550308,2014-03-01,2,20.7053434334034,81.2523620230578,3.54e-05
"303",3550308,2014-03-01,3,19.2244109490389,80.3006118123803,2.98e-05
"304",3550308,2014-03-01,4,17.6362429932574,78.4973593032964,2.24e-05
"305",3550308,2014-03-01,5,17.3168459016686,76.4708523014288,1.88e-05
"306",3550308,2014-03-01,6,17.9010806797025,74.721318515091,2.73e-05
"307",3550308,2014-04-01,1,20.8594053753569,81.3965794469373,3.45e-05
"308",3550308,2014-04-01,2,19.1299366494054,79.1278858426497,2.97e-05
"309",3550308,2014-04-01,3,17.8108209144053,77.7106196669445,2.2e-05
"310",3550308,2014-04-01,4,17.2315201411861,76.3954497330482,2.17e-05
"311",3550308,2014-04-01,5,18.1367536936684,74.3292347507617,2.47e-05
"312",3550308,2014-04-01,6,19.1719804613439,75.8619139413062,4.2e-05
"313",3550308,2014-05-01,1,20.0489753959469,77.0154583274656,2.04e-05
"314",3550308,2014-05-01,2,17.3929905548553,77.5919115219699,2.7e-05
"315",3550308,2014-05-01,3,17.1339653682903,77.6833435689514,2.32e-05
"316",3550308,2014-05-01,4,18.0207132514378,74.296966398492,2.46e-05
"317",3550308,2014-05-01,5,19.0804950666375,76.7854802616164,4.58e-05
"318",3550308,2014-05-01,6,20.0022880853281,80.1399604934199,6.12e-05
"319",3550308,2014-06-01,1,17.7526863328078,78.8815917646414,2.18e-05
"320",3550308,2014-06-01,2,16.9471984313022,76.5419753108108,2.35e-05
"321",3550308,2014-06-01,3,17.814709416559,75.1453271080337,2.25e-05
"322",3550308,2014-06-01,4,18.8282596954735,77.310298466305,4.87e-05
"323",3550308,2014-06-01,5,19.7169473395547,81.1567430416228,6.53e-05
"324",3550308,2014-06-01,6,21.4622841040186,81.0170075714142,6.36e-05
"325",3550308,2014-07-01,1,18.3740523359961,69.8960988797317,1.03e-05
"326",3550308,2014-07-01,2,18.0970902021682,72.1797640851871,2.28e-05
"327",3550308,2014-07-01,3,19.4398799921821,74.682867335835,4.27e-05
"328",3550308,2014-07-01,4,20.2569952890648,78.913611152665,5.52e-05
"329",3550308,2014-07-01,5,21.3299011853467,81.9009543087798,7.23e-05
"330",3550308,2014-07-01,6,21.8490865415019,82.972890969077,8.42e-05
"331",3550308,2014-08-01,1,18.3660265982704,70.3998868102363,1.52e-05
"332",3550308,2014-08-01,2,19.5732440092892,74.2637998391373,3.54e-05
"333",3550308,2014-08-01,3,19.8392812896493,80.024473032726,6.42e-05
"334",3550308,2014-08-01,4,21.136444578636,81.4017210429536,6.98e-05
"335",3550308,2014-08-01,5,21.7506591397267,82.0620492791833,7.48e-05
"336",3550308,2014-08-01,6,22.9484243103244,82.3057970780183,8.45e-05
"337",3550308,2014-09-01,1,20.0361907575873,71.4275469529769,2.8e-05
"338",3550308,2014-09-01,2,20.1084022727803,76.3520776718063,5.27e-05
"339",3550308,2014-09-01,3,21.2455904458479,79.7529316747472,6.38e-05
"340",3550308,2014-09-01,4,22.2964647110171,82.2973517011648,8.42e-05
"341",3550308,2014-09-01,5,22.5504670449874,83.3022853635711,9.81e-05
"342",3550308,2014-09-01,6,22.5089545278429,83.8914202027378,9.51e-05
"343",3550308,2014-10-01,1,21.1392288770319,69.0610962248415,2.88e-05
"344",3550308,2014-10-01,2,21.1883230890943,79.7254923662022,6.49e-05
"345",3550308,2014-10-01,3,22.025017068027,81.9886937955905,8.25e-05
"346",3550308,2014-10-01,4,22.84147314419,83.1227529738247,9.56e-05
"347",3550308,2014-10-01,5,22.6721482469594,83.8731914904497,9.24e-05
"348",3550308,2014-10-01,6,22.0326739534384,82.5921758744087,5.69e-05
"349",3550308,2014-11-01,1,21.9401843407915,79.7145542328659,7.18e-05
"350",3550308,2014-11-01,2,22.3673860065398,81.8536787379408,8.09e-05
"351",3550308,2014-11-01,3,23.324240848282,81.9881749354611,9.36e-05
"352",3550308,2014-11-01,4,23.0150988816388,82.4642476143595,8.2e-05
"353",3550308,2014-11-01,5,22.3957289857929,83.4827823402039,6.51e-05
"354",3550308,2014-11-01,6,20.6251047351543,81.1659710580667,3.6e-05
"355",3550308,2014-12-01,1,23.0484876645785,80.4891773351547,8.64e-05
"356",3550308,2014-12-01,2,22.9075348305963,82.1791994012002,0.0001024
"357",3550308,2014-12-01,3,23.2075182124364,82.9001165288837,8.03e-05
"358",3550308,2014-12-01,4,22.5340454435004,83.5026649812863,6.68e-05
"359",3550308,2014-12-01,5,21.1364646940929,81.736358014531,4.4e-05
