"","date","epiweek","geocode","temp_min","temp_med","temp_max","precip_min","precip_med","precip_max","pressure_min","pressure_med","pressure_max","rel_humid_min","rel_humid_med","rel_humid_max","thermal_range","rainy_days"
"15",2010-04-04,201014,3550308,14.9542428571429,16.8135,19.0866571428571,5.1344,38.0003,102.2639,0.919071428571428,0.920371428571429,0.921457142857143,78.7744857142857,89.5487571428572,96.6903,4.13241428571428,7
"16",2010-04-11,201015,3550308,14.9253714285714,18.5518428571429,22.9887285714286,0.0684,1.7345,6.3796,0.920957142857143,0.922385714285714,0.923785714285714,58.2348714285714,82.9426,97.5290857142857,8.06335714285714,7
"17",2010-04-18,201016,3550308,16.7784142857143,21.1475571428571,26.4187428571429,1.4356,3.3784,5.592,0.917857142857143,0.919314285714286,0.920828571428571,51.5919142857143,76.7956714285714,94.0432428571429,9.64032857142857,2
"18",2010-04-25,201017,3550308,16.7438857142857,19.2819142857143,22.6525,0.2359,6.1203,23.2692,0.918857142857143,0.920328571428571,0.921771428571429,66.8694428571429,84.8972428571429,96.8603285714286,5.90861428571429,7
"19",2010-05-02,201018,3550308,15.8389714285714,19.8428571428571,25.5394142857143,0.0477,2.4632,12.7227,0.9178,0.919357142857143,0.920714285714286,51.8089857142857,80.0318142857143,95.7159142857143,9.70044285714286,5
"20",2010-05-09,201019,3550308,12.4152,15.1855857142857,18.8107285714286,1.0429,7.557,26.8503,0.9182,0.919928571428571,0.921514285714286,63.5182428571429,83.3330571428571,95.1529857142857,6.39552857142857,7
"21",2010-05-16,201020,3550308,14.0563142857143,16.7657285714286,20.6193142857143,0.7604,7.9097,20.6199,0.917728571428571,0.919071428571429,0.920271428571429,65.1014714285714,84.2540857142857,95.1634714285714,6.563,6
"22",2010-05-23,201021,3550308,15.1701714285714,17.5573,21.4549,0.8121,3.9677,10.4095,0.919814285714286,0.921314285714286,0.922714285714286,64.6156142857143,86.2603142857143,98.1050571428572,6.28472857142857,7
"23",2010-05-30,201022,3550308,13.5134714285714,16.1782428571429,19.5620285714286,0.6319,7.1116,17.0552,0.920714285714286,0.922671428571429,0.924457142857143,62.8867428571429,80.9547571428571,94.4666428571428,6.04855714285714,7
"24",2010-06-06,201023,3550308,10.5313428571429,13.0765142857143,16.9264285714286,0.4668,4.5247,14.792,0.9241,0.9252,0.926371428571429,62.2259857142857,84.8658714285714,97.4470285714286,6.39508571428571,5
"25",2010-06-13,201024,3550308,10.2046714285714,15.5098714285714,22.4436142857143,0.0041,0.2684,2.0663,0.919828571428572,0.921671428571429,0.923171428571429,43.8207142857143,70.3245571428571,89.6577285714286,12.2389428571429,3
"26",2010-06-20,201025,3550308,13.7927714285714,17.2212285714286,21.8976428571429,0.4543,3.7192,11.0936,0.920428571428571,0.921757142857143,0.923214285714286,60.9816285714286,78.4933571428571,89.4289285714286,8.10487142857143,5
"27",2010-06-27,201026,3550308,11.8108142857143,16.2771,22.1815857142857,0.0638,0.6481,2.0036,0.923557142857143,0.924742857142857,0.925914285714286,48.3314,78.9955,96.2400571428571,10.3707714285714,7
"28",2010-07-04,201027,3550308,12.8158857142857,17.2663428571429,23.1414,0.0353,0.2073,0.5923,0.921628571428571,0.923,0.924257142857143,43.1745714285714,74.6326714285714,95.6292714285714,10.3255142857143,4
"29",2010-07-11,201028,3550308,13.8125714285714,16.2642714285714,19.2436571428571,9.9499,40.0835,90.3173,0.920885714285714,0.922785714285714,0.9244,72.1270428571429,86.3765142857143,97.7130285714286,5.43108571428571,7
"30",2010-07-18,201029,3550308,15.1445142857143,18.0273285714286,22.4394428571429,0.3665,2.5971,7.2738,0.922557142857143,0.924371428571429,0.925914285714286,64.3599428571429,82.8413714285714,94.8466857142857,7.29492857142857,7
"31",2010-07-25,201030,3550308,13.5451571428571,17.2047142857143,22.1359714285714,0.2102,2.1783,8.1167,0.922257142857143,0.924157142857143,0.9256,53.5304857142857,79.6436142857143,96.5712428571428,8.59081428571429,7
"32",2010-08-01,201031,3550308,12.0765857142857,13.7658285714286,16.3276,3.0326,12.7568,27.1088,0.922442857142857,0.923985714285714,0.9254,74.9418142857143,87.0216,96.4323714285714,4.25101428571429,7
"33",2010-08-08,201032,3550308,11.7865857142857,15.5771857142857,21.2173428571429,0.1031,1.2184,3.5147,0.921642857142857,0.923585714285714,0.925228571428571,55.9436,77.3318428571429,91.8056857142857,9.43075714285714,6
"34",2010-08-15,201033,3550308,9.04011428571428,13.2781571428571,18.9651285714286,0.2616,1.1838,3.1251,0.923885714285714,0.925371428571428,0.926771428571429,50.8813571428571,76.8043571428571,93.9760857142857,9.92501428571428,5
"35",2010-08-22,201034,3550308,13.2407285714286,19.8640285714286,27.2155714285714,0.0011,0.024,0.054,0.919157142857143,0.920685714285714,0.922285714285714,31.8700142857143,60.8606142857143,83.4953142857143,13.9748428571429,2
"36",2010-08-29,201035,3550308,14.6253,20.2444142857143,27.2135,0.00999999999999999,0.1069,0.2708,0.919828571428572,0.921485714285714,0.923114285714286,38.5426285714286,68.0034571428571,90.8693428571429,12.5882,4
"37",2010-09-05,201036,3550308,13.3584,16.2131,20.2372428571429,0.6986,15.1111,46.5775,0.922314285714286,0.924328571428571,0.926085714285714,61.6639,82.5691,95.1416142857143,6.87884285714286,7
"38",2010-09-12,201037,3550308,15.0848142857143,19.4951571428571,25.4903,0.3008,2.0291,5.0396,0.918042857142857,0.919914285714286,0.921514285714286,45.0946571428571,67.6125,84.2126142857143,10.4054857142857,4
"39",2010-09-19,201038,3550308,15.4849714285714,19.6082571428571,25.4751714285714,1.7768,5.3569,12.4965,0.917757142857143,0.919771428571429,0.921457142857143,51.3152,76.9139142857143,94.6716571428571,9.9902,7
"40",2010-09-26,201039,3550308,16.8805571428571,18.7736428571429,21.8559142857143,7.7218,54.2818,121.2556,0.914171428571429,0.915728571428571,0.917557142857143,78.8861428571429,91.1965714285714,98.4547142857143,4.97535714285714,7
"41",2010-10-03,201040,3550308,14.6643142857143,17.3619571428571,20.8411285714286,2.6631,24.2141,78.7472,0.9173,0.919385714285714,0.921314285714286,71.0338,86.0231428571429,95.9307428571429,6.17681428571429,7
"42",2010-10-10,201041,3550308,13.1072714285714,16.3471428571429,21.1634,0.4508,3.7775,13.1322,0.920285714285714,0.921714285714286,0.923142857142857,64.5372571428571,82.9280571428571,95.1098714285714,8.05612857142857,7
"43",2010-10-17,201042,3550308,14.1555,17.4110714285714,21.6437285714286,0.182,12.7287,36.5699,0.916,0.917828571428571,0.919214285714286,70.2104142857143,86.6658142857143,97.1770571428571,7.48822857142857,7
"44",2010-10-24,201043,3550308,15.0151,18.4745,23.3494142857143,3.842,15.2556,43.7357,0.913528571428572,0.915114285714286,0.916485714285714,63.0938857142857,84.3641857142857,98.0769857142857,8.33431428571429,7
"45",2010-10-31,201044,3550308,16.7036,19.5317571428571,23.5199571428571,6.2345,25.3999,52.3639,0.914342857142857,0.916185714285714,0.917814285714286,66.8997,84.5851714285714,97.2076714285714,6.81635714285714,7
"46",2010-11-07,201045,3550308,15.6202142857143,18.3163857142857,21.8286428571429,4.9204,30.45,103.4052,0.9169,0.918871428571429,0.9205,69.7913142857143,84.9194142857143,95.3334285714286,6.20842857142857,7
"47",2010-11-14,201046,3550308,15.2333428571429,18.6697571428571,23.3199142857143,0.1274,20.6114,95.6103,0.914114285714286,0.915728571428571,0.917342857142857,62.1658428571429,84.1631857142857,98.2891857142857,8.08657142857143,7
"48",2010-11-21,201047,3550308,18.2356428571429,20.6957714285714,24.3314714285714,0.3746,19.727,79.7412,0.911757142857143,0.913442857142857,0.914871428571429,71.2684714285714,88.5350428571429,98.2145857142857,6.09582857142857,7
"49",2010-11-28,201048,3550308,19.6130428571429,22.5298,26.8155571428571,1.1303,12.8588,50.6451,0.913528571428572,0.915128571428571,0.916542857142857,64.7918142857143,84.3977857142857,97.3751857142857,7.20251428571429,7
"50",2010-12-05,201049,3550308,18.9892142857143,21.7864,25.9547571428571,1.3361,18.8286,65.0693,0.9126,0.914328571428571,0.916057142857143,70.8205,87.0458857142857,97.2886428571428,6.96554285714286,7
"51",2010-12-12,201050,3550308,18.4969142857143,20.7587,23.7839428571429,6.0303,59.6925,156.3786,0.912071428571428,0.913771428571429,0.915571428571429,77.6717142857143,90.0002428571429,98.0639,5.28702857142857,7
"52",2010-12-19,201051,3550308,19.2171428571429,22.1746857142857,26.2992571428571,11.5078,43.1626,117.3497,0.914442857142857,0.915942857142857,0.917342857142857,68.2163714285714,87.0259,98.0978857142857,7.08211428571429,7
"53",2010-12-26,201052,3550308,17.1712857142857,19.7839142857143,23.0236142857143,1.2712,13.9216,59.2945,0.912671428571429,0.913842857142857,0.915028571428571,71.8497285714286,86.8185142857143,97.7708857142857,5.85232857142857,7
"54",2011-01-02,201101,3550308,19.5617571428571,21.5362857142857,24.6157428571429,15.977,81.2253,193.2603,0.913371428571429,0.914514285714286,0.915742857142857,76.1767571428571,89.2120714285714,96.8839285714286,5.05398571428571,7
"55",2011-01-09,201102,3550308,19.9967,22.1774142857143,25.2184142857143,5.4006,48.6659,179.863,0.911357142857143,0.912914285714286,0.914185714285714,75.4119571428571,87.7748428571429,96.2511428571429,5.22171428571428,7
"56",2011-01-16,201103,3550308,20.1734285714286,22.9795428571429,26.5847428571429,0.3929,13.2884,41.8032,0.913657142857143,0.915071428571428,0.916471428571429,69.0819285714286,85.6588,96.6712,6.41131428571429,7
"57",2011-01-23,201104,3550308,20.4818285714286,24.0138857142857,28.2652571428571,0.3413,9.0458,31.2935,0.916257142857143,0.917771428571429,0.9192,62.3263142857143,82.7089142857143,97.3473428571428,7.78342857142857,7
"58",2011-01-30,201105,3550308,20.7581142857143,23.6283571428571,27.2774571428571,0.4603,16.829,69.3986,0.916014285714286,0.917585714285714,0.918871428571429,67.6751857142857,83.9901428571429,96.7406428571428,6.51934285714286,7
"59",2011-02-06,201106,3550308,20.7498714285714,24.4103428571429,28.4591571428571,0.411,5.8319,22.9635,0.9155,0.916914285714286,0.918142857142857,57.0995428571429,78.3991285714286,95.2212,7.70928571428571,7
"60",2011-02-13,201107,3550308,19.9761714285714,22.4478428571429,26.2208,2.5972,34.9016,113.265,0.916814285714286,0.918157142857143,0.919285714285714,70.7521142857143,87.6708285714286,97.7837714285714,6.24462857142857,7
"61",2011-02-20,201108,3550308,19.9211428571429,22.6826714285714,26.7780714285714,2.8661,18.7424,71.6474,0.915257142857143,0.916885714285714,0.918228571428571,67.5902714285714,87.3087,98.2151857142857,6.85692857142857,7
"62",2011-02-27,201109,3550308,18.5719142857143,19.7217857142857,21.6767714285714,14.3883,75.9343,184.4086,0.916071428571428,0.917157142857143,0.9181,85.4702428571428,93.7590714285714,98.2265857142857,3.10485714285714,7
"63",2011-03-06,201110,3550308,18.0107142857143,20.2233428571429,23.6589428571429,0.319,11.5263,37.2785,0.915414285714286,0.917014285714286,0.9183,72.6202,88.8203571428571,97.8262142857143,5.64822857142857,7
"64",2011-03-13,201111,3550308,18.6943285714286,20.3908285714286,23.0570142857143,2.3747,26.6822,85.2031,0.914842857142857,0.9164,0.917914285714286,79.3444857142857,91.3957714285714,97.8509285714286,4.36268571428571,7
"65",2011-03-20,201112,3550308,18.1525,20.7280714285714,24.1703428571429,2.9531,21.5729,52.8116,0.918214285714286,0.9196,0.9209,72.3796571428571,87.4252571428571,97.5020714285714,6.01784285714286,7
"66",2011-03-27,201113,3550308,18.9083428571429,21.2670571428571,24.7933857142857,0.405,15.2661,53.329,0.916914285714286,0.9185,0.919857142857143,74.2840285714286,89.2592285714286,98.3289571428571,5.88504285714286,7
"67",2011-04-03,201114,3550308,17.0153571428571,19.3960857142857,22.8395428571429,2.2241,16.588,45.3759,0.917185714285714,0.918328571428572,0.919571428571429,70.8807,88.5287571428571,97.9734857142857,5.82418571428571,7
"68",2011-04-10,201115,3550308,17.3265,20.8686285714286,25.4651142857143,0.1358,8.1084,34.2269,0.9178,0.919128571428572,0.920471428571428,65.0695714285714,84.8933857142857,97.3283714285714,8.13861428571428,7
"69",2011-04-17,201116,3550308,18.444,21.7585428571429,25.7071714285714,0.2155,2.0374,6.1269,0.919042857142857,0.920214285714286,0.921471428571429,59.8772714285714,81.8082428571429,96.7102285714286,7.26317142857143,7
"70",2011-04-24,201117,3550308,15.9415571428571,18.0337571428571,21.0151,1.6485,14.9731,46.4164,0.920014285714286,0.9215,0.922742857142857,73.3603285714286,87.6761428571428,96.8991285714286,5.07354285714286,7
"71",2011-05-01,201118,3550308,14.7304142857143,17.7212142857143,21.7026142857143,0.2757,3.9266,14.3662,0.918942857142857,0.920385714285714,0.922,64.3467857142857,83.9674857142857,95.8799285714286,6.9722,7
"72",2011-05-08,201119,3550308,15.5835857142857,18.0366428571429,21.5947428571429,0.1824,3.4845,14.7608,0.919414285714286,0.920657142857143,0.921857142857143,68.8857285714286,86.9516285714286,97.5708,6.01115714285714,7
"73",2011-05-15,201120,3550308,12.4308,14.7488142857143,18.4741857142857,0.9507,9.1872,30.5785,0.919757142857143,0.921,0.922442857142857,68.7935714285714,87.1573,97.6422142857143,6.04338571428571,7
"74",2011-05-22,201121,3550308,13.1392,16.4137285714286,20.6457571428571,0.6265,2.9724,5.6392,0.921614285714286,0.922814285714286,0.923985714285714,58.8238142857143,80.4825142857143,93.6763285714286,7.50655714285714,6
"75",2011-05-29,201122,3550308,10.8180142857143,13.9863714285714,18.8060285714286,0.1845,1.3705,6.2325,0.919642857142857,0.921214285714286,0.922585714285714,62.5679857142857,85.4409285714286,98.3306714285714,7.98801428571428,7
"76",2011-06-05,201123,3550308,9.91608571428571,13.4272142857143,18.1320428571429,1.4333,10.5292,45.6777,0.9172,0.92,0.921914285714286,59.1390428571429,79.4418857142857,92.3356714285714,8.21595714285714,7
"77",2011-06-12,201124,3550308,10.0015142857143,14.2148142857143,19.8376571428571,0.0243,0.6393,2.7454,0.922328571428572,0.923857142857143,0.925057142857143,58.0799571428571,82.4429142857143,95.9166428571429,9.83614285714286,4
"78",2011-06-19,201125,3550308,12.8359571428571,17.0378714285714,22.8078285714286,0.0657,0.2224,0.5931,0.919642857142857,0.921171428571428,0.922314285714286,56.8847,82.2376,96.3955,9.97187142857143,5
"79",2011-06-26,201126,3550308,10.9300428571429,14.8743571428571,20.4773428571429,7.4945,14.6649,32.6356,0.9191,0.920614285714286,0.921985714285714,56.9571,81.1967142857143,94.7861,9.5473,6
"80",2011-07-03,201127,3550308,9.91371428571429,12.5497285714286,16.7604714285714,1.1215,5.7996,18.6847,0.920628571428572,0.921614285714286,0.922714285714286,70.3426714285714,86.7790428571429,95.5421285714286,6.84675714285714,6
"81",2011-07-10,201128,3550308,12.5686428571429,17.4544857142857,24.0147285714286,0.0165,0.1092,0.2698,0.919714285714286,0.920971428571429,0.922271428571428,49.9375857142857,77.949,94.4660142857143,11.4460857142857,4
"82",2011-07-17,201129,3550308,14.3258,17.6766857142857,22.7422714285714,1.3813,10.4552,30.7899,0.920614285714286,0.922357142857143,0.923928571428571,59.7908571428571,81.5532285714286,94.0388857142857,8.41647142857143,6
"83",2011-07-24,201130,3550308,13.0116571428571,16.9890857142857,22.5001142857143,0.0058,0.7786,4.9664,0.920385714285714,0.922357142857143,0.923871428571429,51.7039428571429,75.3108428571428,91.9006428571429,9.48845714285714,6
"84",2011-07-31,201131,3550308,11.4581142857143,14.7856142857143,19.3816142857143,1.0364,7.0735,16.4239,0.917571428571429,0.9193,0.9207,59.4961142857143,76.7965,89.8367285714286,7.9235,5
"85",2011-08-07,201132,3550308,14.1141857142857,18.5882571428571,24.8257428571429,2.5453,4.8685,12.6299,0.919442857142857,0.921285714285714,0.922842857142857,49.5445857142857,78.1826857142857,95.3008857142857,10.7115571428571,6
"86",2011-08-14,201133,3550308,14.5326571428571,18.8760714285714,24.5254857142857,0.3272,4.9613,13.6391,0.916928571428571,0.9194,0.921585714285714,43.8802428571429,70.2290142857143,90.1878714285714,9.99282857142857,6
"87",2011-08-21,201134,3550308,12.6764571428571,15.1117857142857,19.0894285714286,3.1556,13.5927,33.5207,0.922485714285714,0.924585714285714,0.926185714285714,71.9981571428571,87.8445,97.748,6.41297142857143,7
"88",2011-08-28,201135,3550308,12.0953285714286,16.5127714285714,22.2165571428571,0.0316,9.7336,37.3624,0.921014285714286,0.922914285714286,0.9247,51.6007571428571,72.1697714285714,88.4870857142857,10.1212285714286,5
"89",2011-09-04,201136,3550308,13.1672428571429,18.1801714285714,25.0582,0.1284,1.5599,4.7568,0.9175,0.919642857142857,0.921571428571428,44.3443428571429,74.3926714285714,96.4107285714286,11.8909571428571,5
"90",2011-09-11,201137,3550308,13.8101,16.6580142857143,21.2555571428571,0.3214,4.3286,12.3219,0.923271428571429,0.924928571428571,0.9264,62.2061571428571,83.0523571428571,95.8193857142857,7.44545714285714,7
"91",2011-09-18,201138,3550308,13.9281571428571,18.2108428571429,24.2249571428571,0.1618,4.0445,11.0674,0.918957142857143,0.921328571428571,0.923185714285714,52.4695714285714,79.6309,96.5945285714286,10.2968,6
"92",2011-09-25,201139,3550308,12.9384857142857,17.9783142857143,24.7929142857143,0.3329,2.1581,9.1217,0.919885714285714,0.921871428571429,0.923442857142857,49.3917142857143,76.0970857142857,94.6499714285714,11.8544285714286,6
"93",2011-10-02,201140,3550308,15.5884857142857,19.1729857142857,23.9047714285714,4.5398,12.3173,40.8792,0.918414285714286,0.920142857142857,0.921757142857143,59.2235571428571,81.9811571428571,96.4930428571428,8.31628571428571,7
"94",2011-10-09,201141,3550308,18.0664142857143,20.8377,24.3834714285714,2.1361,28.1749,77.4445,0.913071428571428,0.914857142857143,0.916385714285714,71.5522142857143,85.9751142857143,94.798,6.31705714285714,7
"95",2011-10-16,201142,3550308,13.1079428571429,15.6729,19.6113,2.3765,16.4377,58.9589,0.918757142857143,0.919928571428571,0.9212,66.7391857142857,84.8594,96.4764714285714,6.50335714285714,7
"96",2011-10-23,201143,3550308,17.0127285714286,21.1901571428571,26.5137,0.2849,2.2317,9.5253,0.915285714285714,0.917385714285714,0.919071428571429,53.1208571428571,76.6950571428572,94.4574428571428,9.50097142857143,7
"97",2011-10-30,201144,3550308,12.0457714285714,15.4359285714286,19.8903428571429,1.3313,7.9542,25.0973,0.919928571428571,0.921342857142857,0.922628571428572,61.8159285714286,81.4069142857143,94.5882285714286,7.84457142857143,7
"98",2011-11-06,201145,3550308,15.6322,19.8822571428571,25.4065857142857,0.0673,1.8954,6.5295,0.916957142857143,0.918371428571429,0.919757142857143,54.1479571428571,79.5457428571429,96.9868428571429,9.77438571428571,7
"99",2011-11-13,201146,3550308,15.0098857142857,16.8798,19.6943285714286,18.0195,78.3139,178.2523,0.915028571428571,0.916957142857143,0.9188,77.0819142857143,90.2401571428571,98.2706142857143,4.68444285714286,7
"100",2011-11-20,201147,3550308,15.8729285714286,19.4017,24.0092285714286,0.4693,7.86,36.154,0.914314285714286,0.9163,0.917928571428571,63.4943714285714,83.2749285714286,96.5822714285714,8.1363,7
"101",2011-11-27,201148,3550308,16.9739,19.3282428571429,22.7324571428571,1.9795,30.0349,108.7158,0.914742857142857,0.916285714285714,0.917557142857143,74.1973428571429,87.6439571428571,96.3507285714286,5.75855714285714,7
"102",2011-12-04,201149,3550308,17.6200857142857,19.8158571428571,22.8856,5.328,33.2483,94.7804,0.9147,0.916314285714286,0.917671428571429,77.0982285714286,89.9936428571429,97.4120857142857,5.26551428571428,7
"103",2011-12-11,201150,3550308,17.6841142857143,21.4059142857143,25.8720571428571,2.2971,14.5236,49.6564,0.912214285714286,0.913642857142857,0.914985714285714,57.0002285714286,78.6940285714286,94.7104857142857,8.18794285714286,7
"104",2011-12-18,201151,3550308,18.5995,23.4483571428571,28.5248,0.0022,3.1365,15.8096,0.914828571428571,0.915985714285714,0.917257142857143,47.8760714285714,69.8253285714286,86.4334142857143,9.9253,7
"105",2011-12-25,201152,3550308,16.9759857142857,19.5419285714286,22.8535285714286,5.5319,22.8411,61.027,0.916628571428571,0.918485714285714,0.919871428571429,71.7993857142857,86.6538,96.9223,5.87754285714286,7
"106",2012-01-01,201201,3550308,17.0985857142857,20.4552,24.7714142857143,2.6829,24.4326,77.0621,0.914171428571429,0.9154,0.916757142857143,65.6831285714286,85.2290428571429,97.2026285714286,7.67282857142857,7
"107",2012-01-08,201202,3550308,18.3293285714286,21.0805857142857,24.5192571428571,0.1709,14.8662,50.0551,0.916885714285714,0.9186,0.920171428571429,67.1819,81.6137285714286,92.0303142857143,6.18992857142857,7
"108",2012-01-15,201203,3550308,18.7891142857143,21.2412714285714,24.7629142857143,3.445,47.5072,145.0524,0.9165,0.917642857142857,0.918942857142857,70.8238,86.0041142857143,95.3383571428572,5.9738,7
"109",2012-01-22,201204,3550308,17.4405285714286,20.3933857142857,23.9024285714286,5.0426,39.5659,130.6049,0.9161,0.917514285714286,0.9188,72.0313,86.3938857142857,96.0122285714286,6.4619,7
"110",2012-01-29,201205,3550308,16.3869142857143,20.8221285714286,25.8586714285714,0.0046,3.8668,21.0366,0.916842857142857,0.917942857142857,0.919114285714286,57.3454571428571,81.6992,98.1126571428572,9.47175714285714,7
"111",2012-02-05,201206,3550308,19.7397142857143,23.6835285714286,28.2935714285714,1.4778,18.2937,54.6818,0.914814285714286,0.916514285714286,0.917742857142857,56.2357428571429,79.6911428571429,97.3445285714286,8.55385714285714,7
"112",2012-02-12,201207,3550308,18.9709714285714,21.5279285714286,25.2727285714286,3.9054,28.9737,88.719,0.918428571428572,0.9197,0.920942857142857,69.1204714285714,88.2816857142857,98.8990714285714,6.30175714285714,7
"113",2012-02-19,201208,3550308,19.6863285714286,22.7007857142857,26.4318,0.3508,14.0924,46.1332,0.915057142857143,0.916942857142857,0.918414285714286,68.1929142857143,84.5997857142857,95.8968428571429,6.74547142857143,7
"114",2012-02-26,201209,3550308,20.5277285714286,24.0621571428571,28.5209,1.1454,10.3102,39.5718,0.916214285714286,0.917657142857143,0.918928571428571,58.1945142857143,80.3957857142857,95.8267428571429,7.99317142857143,7
"115",2012-03-04,201210,3550308,17.7016714285714,21.1830428571429,25.7931142857143,0.0673,3.8869,16.705,0.919385714285714,0.920685714285714,0.922057142857143,59.8192428571429,83.7705571428571,97.5526142857143,8.09144285714286,7
"116",2012-03-11,201211,3550308,18.3655857142857,21.4810857142857,25.3208285714286,3.185,26.1322,81.01,0.916857142857143,0.918357142857143,0.919528571428572,68.6006714285714,84.9712285714286,96.6,6.95524285714286,7
"117",2012-03-18,201212,3550308,16.7867571428571,20.3994285714286,24.9987285714286,1.4432,10.7574,35.3183,0.915185714285714,0.916928571428571,0.918257142857143,62.7863142857143,82.9499285714286,96.3833857142857,8.21197142857143,7
"118",2012-03-25,201213,3550308,17.4946857142857,20.1844428571429,23.9815428571429,1.3475,12.3492,42.8461,0.918685714285714,0.920028571428571,0.921385714285714,71.5573571428571,86.3651428571429,95.5990857142857,6.48685714285714,7
"119",2012-04-01,201214,3550308,17.5406285714286,20.5069857142857,24.7227285714286,0.2198,7.4621,29.2255,0.917185714285714,0.918814285714286,0.920342857142857,66.3902142857143,85.7824428571429,97.2898857142857,7.1821,7
"120",2012-04-08,201215,3550308,18.4688428571429,21.3537571428571,25.6115,0.348,9.5653,35.7888,0.917857142857143,0.919414285714286,0.920814285714286,66.8308857142857,86.6720285714286,98.1703285714286,7.14265714285714,7
"121",2012-04-15,201216,3550308,17.2301428571429,19.5747428571429,23.0231571428571,0.4561,10.7023,36.6264,0.917942857142857,0.919442857142857,0.9208,67.6403428571429,86.0771428571428,98.0749,5.79301428571429,7
"122",2012-04-22,201217,3550308,16.5106285714286,18.8010571428571,22.1003285714286,2.6955,18.5649,65.7111,0.916271428571428,0.9181,0.919785714285714,71.4037,88.3620428571429,97.2868428571428,5.5897,7
"123",2012-04-29,201218,3550308,13.9424142857143,16.0338857142857,19.0845571428571,10.9898,37.0734,84.8236,0.920928571428571,0.922371428571428,0.923585714285714,74.6637285714286,88.7959,96.9915571428572,5.14214285714286,7
"124",2012-05-06,201219,3550308,14.6965714285714,17.7561,21.9053571428571,0.1406,3.2906,7.9895,0.919742857142857,0.921342857142857,0.922828571428571,60.9874714285714,82.7822,94.9046571428571,7.20878571428571,7
"125",2012-05-13,201220,3550308,13.8437714285714,15.3327142857143,17.458,1.6969,16.1617,40.1085,0.921528571428572,0.922557142857143,0.923757142857143,80.1420714285714,90.7318142857143,97.5853285714286,3.61422857142857,7
"126",2012-05-20,201221,3550308,14.1490285714286,16.7019571428571,20.2177,1.2083,4.9916,12.6843,0.920628571428572,0.921957142857143,0.9233,63.1845142857143,85.2408,97.7569714285714,6.06867142857143,7
